
trial	choice1	rts1	stim1ons_sl	stim1ons_ms	choice1ons_sl	choice1ons_ms	state	choice2	rts2	stim2ons_sl	stim2ons_ms	choice2ons_sl	choice2ons_ms	SC_ID	gender	DOB	age	won

1	1	2.016471	151.382080	151.379150	2182.801025	2182.799316	3	1	0.662269	3184.257080	3184.255127	3861.925293	3861.920166	00024	m	1970-01	49.651826	1
2	1	0.471084	6366.862061	6366.860352	6854.135254	6854.133301	2	1	1.523682	7856.716309	7856.707275	9390.065186	9390.063232	00024	m	1970-01	49.651826	0
3	1	0.473570	11900.234131	11900.231201	12390.014160	12390.013184	3	1	1.150234	13392.027344	13392.019043	14550.056152	14550.055176	00024	m	1970-01	49.651826	1
4	1	1.306970	17067.060059	17067.057129	18390.173340	18390.171143	3	1	0.910256	19392.116211	19392.109375	20310.164062	20310.162109	00024	m	1970-01	49.651826	1
5	1	0.572892	22817.760010	22817.757324	23406.157959	23406.157227	2	1	1.925459	24409.228271	24409.225098	26342.080322	26342.078125	00024	m	1970-01	49.651826	1
6	1	0.691656	28850.277344	28850.275146	29558.349121	29558.347168	3	1	1.311486	30560.314209	30560.301270	31878.200195	31878.199219	00024	m	1970-01	49.651826	1
7	1	0.758103	34383.869385	34383.867188	35158.189209	35158.187256	3	1	0.935495	36158.827148	36158.825195	37102.280273	37102.279297	00024	m	1970-01	49.651826	1
8	1	0.828863	39617.239014	39617.236328	40462.391357	40462.389160	2	0	0.000000	41463.657227	41463.649170	0.000000	0.000000	00024	m	1970-01	49.651826 
9	1	1.026634	45467.300293	45467.298096	46510.227051	46510.225098	2	2	1.097337	47511.477051	47511.469238	48614.292236	48614.289062	00024	m	1970-01	49.651826	1
10	1	0.583949	51134.048096	51134.046143	51734.288086	51734.286133	2	2	1.087950	52736.223145	52736.214355	53838.307129	53838.306396	00024	m	1970-01	49.651826	0
11	1	1.039246	56350.677979	56350.676270	57406.321045	57406.319336	3	1	0.797322	58407.845215	58407.837158	59214.429199	59214.428223	00024	m	1970-01	49.651826	1
12	1	0.440619	61717.390137	61717.388184	62174.447266	62174.446289	2	2	0.854616	63174.979004	63174.976318	64038.465088	64038.463135	00024	m	1970-01	49.651826	0
13	1	0.575154	66550.817139	66550.815186	67142.372314	67142.370117	2	1	2.663836	68142.905029	68142.902344	70814.411377	70814.409180	00024	m	1970-01	49.651826	0
